,Unnamed: 0,word,categ,prime,corrAns,correct,rt,file,word_prime_merge
4427,4427,OÑANI,2,ojo,left,1,0.5337694999761879,002,OÑANI_ojo
4428,4428,KO'Ẽ,1,vaso,left,1,0.9669382995925844,002,KO'Ẽ_vaso
4429,4429,CABEZA,3,té,left,1,0.9003655998967588,002,CABEZA_té
4430,4430,RUPI'A,2,rubí,left,1,0.7170573002658784,002,RUPI'A_rubí
4431,4431,KARAI,1,amanecer,left,1,0.934594999998808,002,KARAI_amanecer
4432,4432,ÑATI'Ũ,2,hormigón,left,1,0.4337859000079334,002,ÑATI'Ũ_hormigón
4433,4433,YPE,2,termo,left,1,0.6836632001213729,002,YPE_termo
4434,4434,CIRUELA,3,ladrido,left,1,0.5503581003285944,002,CIRUELA_ladrido
4435,4435,KAVAJU,2,tarde,left,1,0.6337230000644922,002,KAVAJU_tarde
4436,4436,AVATI,2,araña,left,1,0.7337234001606703,002,AVATI_araña
4437,4437,TAHÝI,2,luna,left,1,0.7672242997214198,002,TAHÝI_luna
4438,4438,IPORÃ,1,aquel,left,1,0.6504030004143715,002,IPORÃ_aquel
4439,4439,SERPIENTE,3,horno,left,1,0.6670832000672817,002,SERPIENTE_horno
4440,4440,SALUD,3,vocal,left,1,0.6837599999271333,002,SALUD_vocal
4441,4441,JAGUA,2,fruta,left,1,0.6003646999597549,002,JAGUA_fruta
